msanecma,population,msaname,WRLURI,FLAT_SHARE_50_15,S_LAND_50,lu11,lu91,lu92,unaval,elasticity
5120.0,2979245,"Minneapolis-St. Paul, MN-WI (MSA)",0.377654,99.0,100.0,0.06372453572660544,0.032291157726752076,0.08624794395786534,0.19226363,1.4473755
5160.0,541522,"Mobile, AL (MSA)",-0.9985673,100.0,85.0,0.024285452502495638,0.11784669212402384,0.026295033117534634,0.2931631,2.0380118
5170.0,450096,"Modesto, CA (MSA)",0.24703155,88.0,100.0,0.016594666076317113,0.0016769947057157044,0.004499283739580338,0.14277095,2.1665163
5200.0,147246,"Monroe, LA (MSA)",-0.85972834,100.0,100.0,0.027468877106448124,0.14042850802570284,0.0015023558897410407,0.16939974,3.5773146
5240.0,333479,"Montgomery, AL (MSA)",-0.991755,100.0,100.0,0.02161195856979268,0.08171684870488609,0.004242572260220224,0.10757138,3.5814338
5330.0,197966,"Myrtle Beach, SC (MSA)",-0.8307686,100.0,59.0,0.028892805656951546,0.30410814586945817,0.020310318620513943,0.6184536,1.8298993
5345.0,254171,"Naples, FL (MSA)",0.28914294,100.0,48.0,0.03082800060465585,0.32548512640468863,0.13570297047066332,0.7561677,1.2103633
5360.0,1235818,"Nashville, TN (MSA)",-0.40588725,90.0,100.0,0.019776157584921416,0.007633114964594871,0.0009234016726928255,0.12833267,2.2373788
5483.0,1708336,"New Haven-Bridgprt-Stamfrd-Danbry-Wtrbry, CT (PMSA)",0.19096313,89.0,70.0,0.037241310834962654,0.05218909510942284,0.014976524766280865,0.45008487,0.97508156
5523.0,259411,"New London-Norwich, CT (NECMA)",0.45581627,94.0,61.0,0.044925308664726896,0.0660954164139953,0.020976866314132165,0.5071185,1.4649011
5560.0,1337171,"New Orleans, LA (MSA)",-1.2392069,100.0,89.0,0.3255803650770381,0.06348128986837914,0.3288085997550055,0.7489045,0.80832744
5600.0,9321820,"New York, NY (PMSA)",0.6543778,96.0,68.0,0.042582795721094045,0.025137508852223375,0.016066201867942147,0.40417483,0.75882995
5640.0,2035127,"Newark, NJ (PMSA)",0.67816186,93.0,83.0,0.03815995771045039,0.041081230518080346,0.013467486045712889,0.3050482,1.1561778
5660.0,389579,"Newburgh, NY-PA (PMSA)",-0.046225086,78.0,100.0,0.051346980774841046,0.026287013731896066,0.001974906022414093,0.2996089,1.7879288
5720.0,1574204,"Norfolk-Virginia Beach-Newport News, VA-NC (MSA)",0.11995864,100.0,58.0,0.03908809030660364,0.21242212016690293,0.05493731433791347,0.5977396,0.8157288
5775.0,2402553,"Oakland, CA (PMSA)",0.6193581,63.0,71.0,0.057589090321838635,0.0013292386452615004,0.031172560056656775,0.6166645,0.7042071
5790.0,260451,"Ocala, FL (MSA)",2.2292984,100.0,100.0,0.036900959396189266,0.08900720422468263,0.04508329890550773,0.17099147,1.7342399
5880.0,1085282,"Oklahoma City, OK (MSA)",-0.3716212,100.0,100.0,0.023247758852214525,0.0002186667905409375,0.0011341397224204882,0.024600565,3.2940452
5910.0,208355,"Olympia, WA (PMSA)",0.574029,69.0,92.0,0.010893002688872864,0.009263648335704562,0.0012500286299835402,0.38489413,1.7508687
5920.0,718473,"Omaha, NE-IA (MSA)",-0.55850136,99.0,100.0,0.01436481591977853,0.004229550833357966,0.004783060665734196,0.033377428,3.470304
5960.0,1655966,"Orlando, FL (MSA)",0.31624892,100.0,100.0,0.10340975360145382,0.18192726275385807,0.07592819057213189,0.3612652,1.1201638
6020.0,151086,"Parkersburg-Marietta, WV-OH (MSA)",-0.6653284,62.0,100.0,0.01359852700935543,0.000573990362035155,0.00048253785048853426,0.39465505,2.51822
6080.0,412882,"Pensacola, FL (MSA)",-0.8569118,100.0,58.0,0.0157225061039058,0.15072526168345313,0.015840071179182444,0.525727,1.4766289
6120.0,347162,"Peoria-Pekin, IL (MSA)",-0.37754768,99.0,100.0,0.02356449548431441,0.012755664276479665,0.0035084808472549017,0.04982864,3.227832
6160.0,5104291,"Philadelphia, PA-NJ (PMSA)",1.126679,98.0,100.0,0.030294440112459207,0.04247913374262021,0.008827964762819438,0.10160154,1.6450509
6200.0,3276392,"Phoenix-Mesa, AZ (MSA)",0.61092466,87.0,100.0,0.004301374905423234,0.005045029808336061,0.0001119358922064702,0.13945834,1.6135566
6240.0,84226,"Pine Bluff, AR (MSA)",-1.7647055,100.0,100.0,0.025891222808718705,0.15398732616620192,0.0022753525096544393,0.1821539,12.148008
6280.0,2356275,"Pittsburgh, PA (MSA)",0.09829904,71.0,100.0,0.009362550393196702,0.0003168161340415776,0.0005536793964377535,0.30023304,1.204991
6323.0,134787,"Pittsfield, MA (NECMA)",-0.60347074,70.0,100.0,0.018795148875482694,0.03363063737342582,0.004323058794436834,0.35674885,2.704568
6340.0,75536,"Pocatello, ID (MSA)",-0.5609774,71.0,100.0,0.02073498399719444,0.00996736091773378,0.0028140495209704403,0.3235164,3.6492124
6403.0,265871,"Portland, ME (NECMA)",0.7431564,95.0,61.0,0.06520527792947357,0.031089231891449104,0.02511070662692635,0.49455717,1.4235411
6440.0,1924591,"Portland-Vancouver, OR-WA (PMSA)",0.2674773,66.0,100.0,0.030916303307818006,0.0031563609112518977,0.0013674806522540116,0.37544015,1.0669582
6483.0,964594,"Providence-Warwick-Pawtucket, RI (NECMA)",1.8920596,99.0,99.0,0.036382407375446464,0.05952999021026333,0.024123473909007712,0.13873552,1.6055467
6520.0,370588,"Provo-Orem, UT (MSA)",0.20841809,45.0,100.0,0.04126759305884207,2.8969779280110734e-05,0.00454512091184216,0.5958417,1.2173239
6600.0,188966,"Racine, WI (PMSA)",-0.21236911,100.0,49.0,0.03293587801297683,0.021816080573320195,0.008580652104527483,0.54103297,1.7746772
6640.0,1195922,"Raleigh-Durham-Chapel Hill, NC (MSA)",0.63762254,100.0,100.0,0.024169570855749316,0.054082082883301595,0.0028328092735424274,0.08108446,2.109414
6660.0,88752,"Rapid City, SD (MSA)",-0.73510665,80.0,100.0,0.0018913711156599634,0.004844774948508111,0.008956333434860091,0.21569248,3.8213954
6680.0,374290,"Reading, PA (MSA)",0.5510229,85.0,100.0,0.008583767192256874,0.0031412843059369787,0.0030938463173621872,0.1648189,2.0302742
6690.0,163851,"Redding, CA (MSA)",0.027869297,48.0,100.0,0.016314676452248177,9.219063375161379e-05,0.00010084034879481747,0.5365077,1.8249019
6720.0,341496,"Reno, NV (MSA)",-0.30601346,52.0,100.0,0.07956114790911517,0.0003579483266502941,0.0003871637507896346,0.56030625,1.3864645
6740.0,192600,"Richland-Kennewick-Pasco, WA (MSA)",0.7886852,91.0,100.0,0.03149793404645036,0.00028911478826501433,0.0008518985062438984,0.12263895,2.2897198
6760.0,999325,"Richmond-Petersburg, VA (MSA)",-0.37779462,100.0,99.0,0.02503839126309526,0.041048912055100695,0.012831434378019336,0.08812955,2.5996091
6780.0,3280236,"Riverside-San Bernardino, CA (PMSA)",0.5258856,63.0,100.0,0.006572301915091148,0.0014360694867418058,0.0009586092746501514,0.378967,0.9431942
6800.0,235876,"Roanoke, VA (MSA)",-0.55422455,62.0,100.0,0.013490163750313441,0.00058320445642053,0.000329832854530891,0.3944032,2.026449
6840.0,1098314,"Rochester, NY (MSA)",-0.057178676,99.0,72.0,0.012958429824055403,0.008989516560952492,0.0021703527424395738,0.30456516,1.4036162
6880.0,372117,"Rockford, IL (MSA)",-0.5298573,100.0,100.0,0.006192464104198592,0.014263358523335181,0.0014103088361362014,0.021866132,3.684496
6895.0,143085,"Rocky Mount, NC (MSA)",-0.5157553,100.0,100.0,0.006684804772266251,0.17512697530390195,0.0027061120174285023,0.18451789,3.0798628
6960.0,402950,"Saginaw-Bay City-Midland, MI (MSA)",-0.011556488,100.0,92.0,0.011872736977572875,0.07329132098376138,0.006049895809709618,0.16391684,2.2259817
6980.0,167983,"St. Cloud, MN (MSA)",-0.114927515,100.0,100.0,0.0429263455242077,0.042113362162819,0.12092410077356328,0.2059638,2.561532
7000.0,102541,"St. Joseph, MO (MSA)",-1.5072727,99.0,100.0,0.015799196509346632,0.028458140990350815,0.00822424660995315,0.062481586,7.939646
7040.0,2606023,"St. Louis, MO-IL (MSA)",-0.7286122,96.0,100.0,0.03001696008783374,0.03552092628945379,0.005294751460059196,0.11083264,2.3558264
7080.0,348084,"Salem, OR (PMSA)",0.40532306,68.0,100.0,0.006289757888245853,0.000632290899934075,0.0036711830801185686,0.33059323,1.6449219
7120.0,403092,"Salinas, CA (MSA)",0.28531894,45.0,76.0,0.002149910136950254,7.567485190650059e-05,0.0019834963525469664,0.6611989,1.100336
7160.0,1337221,"Salt Lake City-Ogden, UT (MSA)",-0.030384822,57.0,80.0,0.199745503326751,0.0011048062361677722,0.019039784992863372,0.71991205,0.74531084
7240.0,1599378,"San Antonio, TX (MSA)",-0.21295145,98.0,100.0,0.010627289620007507,0.00015658222750620577,0.0009093210017140475,0.031693194,2.9820375
7320.0,2824809,"San Diego, CA (MSA)",0.46282488,60.0,62.0,0.008670975682235002,0.0003962433290089562,0.0007880116306882425,0.6341103,0.6727623
7360.0,1731716,"San Francisco, CA (PMSA)",0.72492003,58.0,52.0,0.04539809607373344,0.0006059941272094814,0.01743785282219819,0.7313898,0.66158634
7400.0,1683908,"San Jose, CA (PMSA)",0.20881456,42.0,92.0,0.022806698914934902,8.612542276062434e-05,0.0035845731715304463,0.6379592,0.76032656
7460.0,247629,"San Luis Obispo-Atascadero-Paso Robles, CA (MSA)",1.115155,52.0,66.0,0.001749967083414961,0.00011548358742393064,0.0003499239528710079,0.65826213,1.2240349
7480.0,399753,"Santa Barbara-Santa Maria-Lompoc, CA (MSA)",0.87240803,25.0,57.0,0.004233413653324773,0.00016124509879008486,0.00019284158247206103,0.8601149,0.8891545
7485.0,255813,"Santa Cruz-Watsonville, CA (PMSA)",0.7640807,52.0,55.0,0.0048230005561591995,6.425492514911666e-05,0.0022206760876199746,0.71790934,1.1887424
7490.0,148036,"Santa Fe, NM (MSA)",0.020290686,63.0,100.0,0.0019360743092951367,0.0,0.00023968403215329402,0.37217575,2.1905851
7500.0,460268,"Santa Rosa, CA (PMSA)",1.3241285,45.0,88.0,0.019870853872936488,0.0004931883545043635,0.009187384724484956,0.63000524,1.0017296
7510.0,592965,"Sarasota-Bradenton, FL (MSA)",0.9218807,100.0,48.0,0.031217059765204575,0.20237044494853162,0.07111215241787329,0.66625583,0.9216967
7520.0,293454,"Savannah, GA (MSA)",-0.52421963,100.0,74.0,0.11973928935195724,0.2366126005269547,0.1045264230960322,0.60104996,1.4564685
7560.0,623543,"Scranton-Wilkes-Barre-Hazleton, PA (MSA)",0.007646776,77.0,100.0,0.02518638170012415,0.02657493191648949,0.006048334597073061,0.28780964,1.6165924
7600.0,2418121,"Seattle-Bellevue-Everett, WA (PMSA)",0.9234414,73.0,82.0,0.03650785874352647,0.005793775237060636,0.00025782169359420094,0.43629876,0.88186115
7610.0,120178,"Sharon, PA (MSA)",-0.19950029,59.0,100.0,0.00857743879571156,0.0024499259330971624,0.0009499361343289714,0.4219773,2.419983
7640.0,110988,"Sherman-Denison, TX (MSA)",-1.0083613,100.0,100.0,0.06259381164555933,0.0035123617207658093,0.0023105536560433836,0.06841673,4.7490015
7720.0,124132,"Sioux City, IA-NE (MSA)",-1.1173003,99.0,100.0,0.010719616342076532,0.001953594311779894,0.007898517255615687,0.030571727,5.3568873
7760.0,173480,"Sioux Falls, SD (MSA)",-0.96180904,100.0,100.0,0.013373029127042333,0.00049178369362159,0.019892518484612244,0.033757333,4.645673
7800.0,265639,"South Bend, IN (MSA)",-1.2400913,100.0,95.0,0.015924951619027256,0.03152021784105636,0.010973203852048625,0.10549746,4.3622136
7840.0,418476,"Spokane, WA (MSA)",0.68721837,75.0,100.0,0.020283272313177763,0.0011301133602580119,0.0019091829456788902,0.27332258,1.6441077
7920.0,326879,"Springfield, MO (MSA)",-0.75128365,95.0,100.0,0.010317257406206903,0.0051752380566504495,0.0007516673139198161,0.06624416,3.5972419
8003.0,608694,"Springfield, MA (NECMA)",0.71673334,85.0,100.0,0.04159376191736211,0.0630930762087089,0.016159811650737887,0.27084664,1.5232978
8050.0,135832,"State College, PA (MSA)",0.7740856,96.0,100.0,0.02562105613623806,0.048795258800638314,0.009227047693280187,0.12364336,2.4057698
8080.0,131609,"Steubenville-Weirton, OH-WV (MSA)",-0.53316337,69.0,100.0,0.016570501029133124,0.001175371881041348,0.0014843898403761626,0.32923025,2.7437396
8120.0,568324,"Stockton-Lodi, CA (MSA)",0.58965874,92.0,100.0,0.03025888279068242,0.002127095259182885,0.008088640572451834,0.12047462,2.072873
8140.0,104809,"Sumter, SC (MSA)",-0.9014547,100.0,100.0,0.033549618458482,0.19214193359042014,0.003169903814340378,0.22886145,3.8401868
8160.0,731969,"Syracuse, NY (MSA)",-0.5863397,91.0,100.0,0.048429339309383895,0.03797872057691441,0.002092688007410167,0.17850074,2.2087793
8200.0,703631,"Tacoma, WA (PMSA)",1.339146,76.0,88.0,0.03205310850572016,0.007908986960326476,0.0006034243596789303,0.36689764,1.2084199
8280.0,2403934,"Tampa-St. Petersburg-Clearwater, FL (MSA)",-0.2189571,100.0,77.0,0.03047380164862882,0.16180560168612523,0.049764587272930816,0.41637388,0.9978694
8320.0,149011,"Terre Haute, IN (MSA)",-1.3878751,99.0,100.0,0.01310202946443174,0.024350995241879815,0.002590861340819046,0.050043885,6.5088487
8360.0,129762,"Texarkana, TX-Texarkana AR (MSA)",-0.7725667,100.0,100.0,0.04428736356511137,0.059029860855766066,0.010615659411104445,0.113932885,3.8152156
8400.0,618111,"Toledo, OH (MSA)",-0.5664964,100.0,84.0,0.013681806194633253,0.015889509509520998,0.005721330822657914,0.18964583,2.2091424
8440.0,170024,"Topeka, KS (MSA)",-0.9388171,99.0,100.0,0.02535740145974781,0.0032923020964368164,0.010835299073704608,0.049485,4.4381547
8480.0,351254,"Trenton, NJ (PMSA)",1.7536701,98.0,100.0,0.022388128915608686,0.06746754892794096,0.007986411184109992,0.117842086,1.8817972
8520.0,848642,"Tucson, AZ (MSA)",1.5173635,77.0,100.0,0.0006192523190413733,5.003491275050588e-05,8.432850463568407e-07,0.23067012,1.4191339
8560.0,804774,"Tulsa, OK (MSA)",-0.78415143,98.0,100.0,0.03788627488435173,0.0032805520573657267,0.001722028332847792,0.06288885,3.3535187
8640.0,175418,"Tyler, TX (MSA)",0.15592432,100.0,100.0,0.0283702145909313,0.05833670784301168,0.014254405760505946,0.10096133,2.7040546
8680.0,299420,"Utica-Rome, NY (MSA)",-0.732668,88.0,100.0,0.02170029797464556,0.033309871278340696,0.0019924124212244406,0.17700258,2.7906203
8720.0,521972,"Vallejo-Fairfield-Napa, CA (PMSA)",0.9641886,65.0,88.0,0.03978917607717577,0.0016765979905455815,0.03078713247789033,0.49158257,1.1440909
8735.0,757097,"Ventura, CA (PMSA)",1.2058959,35.0,59.0,0.0037125809053480917,0.0008706010052187005,0.00041042121728835225,0.7964462,0.7495063
8760.0,146407,"Vineland-Millville-Bridgeton, NJ (PMSA)",1.1887708,100.0,83.0,0.03789873575441891,0.09202184040572052,0.09613856899059314,0.3576291,1.8503134
8780.0,368982,"Visalia-Tulare-Porterville, CA (MSA)",0.45812285,81.0,100.0,0.003784190519545029,0.0005183649167861548,6.929950697429829e-05,0.19437185,1.9665818
8840.0,4948213,"Washington, DC-MD-VA-WV (PMSA)",0.31053925,99.0,94.0,0.03309658967001566,0.032582499509072625,0.008846392170641489,0.13945395,1.6058275
8920.0,127858,"Waterloo-Cedar Falls, IA (MSA)",-0.8396053,100.0,100.0,0.0072444413682090135,0.01589000326319042,0.00814597975651713,0.031280424,4.427537
8940.0,125869,"Wausau, WI (MSA)",0.18397494,100.0,100.0,0.01702683173672509,0.08592850551970041,0.015581994714915845,0.11853733,2.7627184
8960.0,1136136,"West Palm Beach-Boca Raton, FL (MSA)",0.30664915,100.0,58.0,0.03248049652487425,0.10800975240278603,0.23899311288686487,0.64010036,0.8282847
9000.0,152828,"Wheeling, WV-OH (MSA)",-1.3376187,58.0,100.0,0.013201028543515377,0.00032028562124631726,0.0012840777779540404,0.4348054,3.1188865
9040.0,545991,"Wichita, KS (MSA)",-1.1872097,100.0,100.0,0.009626262098034384,6.801656312474473e-05,0.0068703704813748556,0.016564649,5.453317
9080.0,140326,"Wichita Falls, TX (MSA)",-0.58532643,100.0,100.0,0.02742583182909408,0.0006165919328796815,0.003387613716494069,0.031430036,3.8691676
9160.0,588087,"Wilmington-Newark, DE-MD (PMSA)",0.46796373,97.0,98.0,0.03897549438865209,0.026281670547093808,0.0339844580164088,0.1466568,1.9911681
9280.0,382671,"York, PA (MSA)",1.1559123,91.0,100.0,0.024292529990704984,0.0043291996386468825,0.0024000680406851323,0.1210218,1.9949545
9320.0,593902,"Youngstown-Warren, OH (MSA)",-0.38243657,96.0,100.0,0.02164888932526209,0.035022075397367056,0.00848100696230223,0.10515197,2.6291556
9340.0,139591,"Yuba City, CA (MSA)",0.20115004,90.0,100.0,0.013790442033271955,0.0032369951104030477,0.021938652415747145,0.13896608,2.6539721
9360.0,161107,"Yuma, AZ (MSA)",0.587611,94.0,100.0,0.004701063405667595,0.0015982518284642412,0.001621041793802786,0.06792036,2.5822918
